Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.35.11, CET,ven 13 mar 2020, 03.35.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.40, CET,ven 13 mar 2020, 03.45.42, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.42, CET,ven 13 mar 2020, 03.45.44, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.44, CET,ven 13 mar 2020, 03.45.47, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.47, CET,ven 13 mar 2020, 03.45.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.49, CET,ven 13 mar 2020, 03.45.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.52, CET,ven 13 mar 2020, 03.45.54, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.54, CET,ven 13 mar 2020, 03.45.56, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.56, CET,ven 13 mar 2020, 03.45.59, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.45.59, CET,ven 13 mar 2020, 03.46.01, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.01, CET,ven 13 mar 2020, 03.46.03, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.03, CET,ven 13 mar 2020, 03.46.06, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.06, CET,ven 13 mar 2020, 03.46.08, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.08, CET,ven 13 mar 2020, 03.46.10, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.10, CET,ven 13 mar 2020, 03.46.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.13, CET,ven 13 mar 2020, 03.46.15, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.15, CET,ven 13 mar 2020, 03.46.17, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.17, CET,ven 13 mar 2020, 03.46.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.20, CET,ven 13 mar 2020, 03.46.22, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.22, CET,ven 13 mar 2020, 03.46.24, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.24, CET,ven 13 mar 2020, 03.46.27, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.27, CET,ven 13 mar 2020, 03.46.29, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.29, CET,ven 13 mar 2020, 03.46.31, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.31, CET,ven 13 mar 2020, 03.46.34, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.34, CET,ven 13 mar 2020, 03.46.36, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.36, CET,ven 13 mar 2020, 03.46.38, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.38, CET,ven 13 mar 2020, 03.46.41, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.41, CET,ven 13 mar 2020, 03.46.43, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.43, CET,ven 13 mar 2020, 03.46.45, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.45, CET,ven 13 mar 2020, 03.46.48, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.48, CET,ven 13 mar 2020, 03.46.50, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.50, CET,ven 13 mar 2020, 03.46.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.52, CET,ven 13 mar 2020, 03.46.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.55, CET,ven 13 mar 2020, 03.46.57, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.57, CET,ven 13 mar 2020, 03.46.59, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.46.59, CET,ven 13 mar 2020, 03.47.02, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.02, CET,ven 13 mar 2020, 03.47.04, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.04, CET,ven 13 mar 2020, 03.47.07, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.07, CET,ven 13 mar 2020, 03.47.09, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.09, CET,ven 13 mar 2020, 03.47.11, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.11, CET,ven 13 mar 2020, 03.47.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.13, CET,ven 13 mar 2020, 03.47.16, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.16, CET,ven 13 mar 2020, 03.47.18, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.18, CET,ven 13 mar 2020, 03.47.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.20, CET,ven 13 mar 2020, 03.47.23, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.23, CET,ven 13 mar 2020, 03.47.25, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.25, CET,ven 13 mar 2020, 03.47.28, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.28, CET,ven 13 mar 2020, 03.47.30, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.30, CET,ven 13 mar 2020, 03.47.32, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.32, CET,ven 13 mar 2020, 03.47.35, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.35, CET,ven 13 mar 2020, 03.47.37, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.37, CET,ven 13 mar 2020, 03.47.39, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.39, CET,ven 13 mar 2020, 03.47.42, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.42, CET,ven 13 mar 2020, 03.47.44, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.44, CET,ven 13 mar 2020, 03.47.46, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.46, CET,ven 13 mar 2020, 03.47.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.49, CET,ven 13 mar 2020, 03.47.51, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.51, CET,ven 13 mar 2020, 03.47.53, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.53, CET,ven 13 mar 2020, 03.47.56, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.56, CET,ven 13 mar 2020, 03.47.58, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.47.58, CET,ven 13 mar 2020, 03.48.01, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.01, CET,ven 13 mar 2020, 03.48.03, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.03, CET,ven 13 mar 2020, 03.48.05, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.05, CET,ven 13 mar 2020, 03.48.08, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.08, CET,ven 13 mar 2020, 03.48.10, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.10, CET,ven 13 mar 2020, 03.48.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.13, CET,ven 13 mar 2020, 03.48.15, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.15, CET,ven 13 mar 2020, 03.48.17, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.17, CET,ven 13 mar 2020, 03.48.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.20, CET,ven 13 mar 2020, 03.48.22, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.22, CET,ven 13 mar 2020, 03.48.24, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.24, CET,ven 13 mar 2020, 03.48.27, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.27, CET,ven 13 mar 2020, 03.48.29, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.29, CET,ven 13 mar 2020, 03.48.31, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.31, CET,ven 13 mar 2020, 03.48.34, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.34, CET,ven 13 mar 2020, 03.48.36, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.36, CET,ven 13 mar 2020, 03.48.38, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.38, CET,ven 13 mar 2020, 03.48.41, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.41, CET,ven 13 mar 2020, 03.48.43, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.43, CET,ven 13 mar 2020, 03.48.45, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.45, CET,ven 13 mar 2020, 03.48.47, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.47, CET,ven 13 mar 2020, 03.48.50, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.50, CET,ven 13 mar 2020, 03.48.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.52, CET,ven 13 mar 2020, 03.48.54, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.54, CET,ven 13 mar 2020, 03.48.57, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.57, CET,ven 13 mar 2020, 03.48.59, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.48.59, CET,ven 13 mar 2020, 03.49.01, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.01, CET,ven 13 mar 2020, 03.49.04, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.04, CET,ven 13 mar 2020, 03.49.06, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.06, CET,ven 13 mar 2020, 03.49.08, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.08, CET,ven 13 mar 2020, 03.49.11, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.11, CET,ven 13 mar 2020, 03.49.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.13, CET,ven 13 mar 2020, 03.49.15, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.15, CET,ven 13 mar 2020, 03.49.17, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.17, CET,ven 13 mar 2020, 03.49.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.20, CET,ven 13 mar 2020, 03.49.22, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.49.22, CET,ven 13 mar 2020, 03.49.24, CET
