Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.49.28, CET,mer 11 mar 2020, 03.49.30, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.27, CET,mer 11 mar 2020, 03.58.29, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.29, CET,mer 11 mar 2020, 03.58.32, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.32, CET,mer 11 mar 2020, 03.58.34, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.34, CET,mer 11 mar 2020, 03.58.36, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.36, CET,mer 11 mar 2020, 03.58.39, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.39, CET,mer 11 mar 2020, 03.58.41, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.41, CET,mer 11 mar 2020, 03.58.43, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.43, CET,mer 11 mar 2020, 03.58.46, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.46, CET,mer 11 mar 2020, 03.58.48, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.48, CET,mer 11 mar 2020, 03.58.50, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.50, CET,mer 11 mar 2020, 03.58.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.52, CET,mer 11 mar 2020, 03.58.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.55, CET,mer 11 mar 2020, 03.58.57, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.58.57, CET,mer 11 mar 2020, 03.59.00, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.00, CET,mer 11 mar 2020, 03.59.02, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.02, CET,mer 11 mar 2020, 03.59.04, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.04, CET,mer 11 mar 2020, 03.59.07, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.07, CET,mer 11 mar 2020, 03.59.09, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.09, CET,mer 11 mar 2020, 03.59.11, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.11, CET,mer 11 mar 2020, 03.59.14, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.14, CET,mer 11 mar 2020, 03.59.16, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.16, CET,mer 11 mar 2020, 03.59.18, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.18, CET,mer 11 mar 2020, 03.59.21, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.21, CET,mer 11 mar 2020, 03.59.23, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.23, CET,mer 11 mar 2020, 03.59.25, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.25, CET,mer 11 mar 2020, 03.59.28, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.28, CET,mer 11 mar 2020, 03.59.30, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.30, CET,mer 11 mar 2020, 03.59.32, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.32, CET,mer 11 mar 2020, 03.59.35, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.35, CET,mer 11 mar 2020, 03.59.37, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.37, CET,mer 11 mar 2020, 03.59.39, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.39, CET,mer 11 mar 2020, 03.59.42, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.42, CET,mer 11 mar 2020, 03.59.44, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.44, CET,mer 11 mar 2020, 03.59.46, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.46, CET,mer 11 mar 2020, 03.59.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.49, CET,mer 11 mar 2020, 03.59.51, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.51, CET,mer 11 mar 2020, 03.59.53, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.53, CET,mer 11 mar 2020, 03.59.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.55, CET,mer 11 mar 2020, 03.59.58, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 03.59.58, CET,mer 11 mar 2020, 04.00.00, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.00, CET,mer 11 mar 2020, 04.00.02, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.02, CET,mer 11 mar 2020, 04.00.05, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.05, CET,mer 11 mar 2020, 04.00.07, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.07, CET,mer 11 mar 2020, 04.00.09, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.09, CET,mer 11 mar 2020, 04.00.12, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.12, CET,mer 11 mar 2020, 04.00.14, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.14, CET,mer 11 mar 2020, 04.00.16, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.16, CET,mer 11 mar 2020, 04.00.19, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.19, CET,mer 11 mar 2020, 04.00.21, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.21, CET,mer 11 mar 2020, 04.00.23, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.23, CET,mer 11 mar 2020, 04.00.26, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.26, CET,mer 11 mar 2020, 04.00.28, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.28, CET,mer 11 mar 2020, 04.00.31, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.31, CET,mer 11 mar 2020, 04.00.33, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.33, CET,mer 11 mar 2020, 04.00.35, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.35, CET,mer 11 mar 2020, 04.00.38, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.38, CET,mer 11 mar 2020, 04.00.40, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.40, CET,mer 11 mar 2020, 04.00.42, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.42, CET,mer 11 mar 2020, 04.00.45, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.45, CET,mer 11 mar 2020, 04.00.47, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.47, CET,mer 11 mar 2020, 04.00.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.49, CET,mer 11 mar 2020, 04.00.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.52, CET,mer 11 mar 2020, 04.00.54, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.54, CET,mer 11 mar 2020, 04.00.56, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.56, CET,mer 11 mar 2020, 04.00.59, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.00.59, CET,mer 11 mar 2020, 04.01.01, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.01, CET,mer 11 mar 2020, 04.01.03, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.03, CET,mer 11 mar 2020, 04.01.06, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.06, CET,mer 11 mar 2020, 04.01.08, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.08, CET,mer 11 mar 2020, 04.01.10, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.10, CET,mer 11 mar 2020, 04.01.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.13, CET,mer 11 mar 2020, 04.01.15, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.15, CET,mer 11 mar 2020, 04.01.17, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.17, CET,mer 11 mar 2020, 04.01.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.20, CET,mer 11 mar 2020, 04.01.22, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.22, CET,mer 11 mar 2020, 04.01.24, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.24, CET,mer 11 mar 2020, 04.01.27, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.27, CET,mer 11 mar 2020, 04.01.29, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.29, CET,mer 11 mar 2020, 04.01.31, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.31, CET,mer 11 mar 2020, 04.01.34, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.34, CET,mer 11 mar 2020, 04.01.36, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.36, CET,mer 11 mar 2020, 04.01.38, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.38, CET,mer 11 mar 2020, 04.01.41, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.41, CET,mer 11 mar 2020, 04.01.43, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.43, CET,mer 11 mar 2020, 04.01.45, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.45, CET,mer 11 mar 2020, 04.01.48, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.48, CET,mer 11 mar 2020, 04.01.50, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.50, CET,mer 11 mar 2020, 04.01.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.52, CET,mer 11 mar 2020, 04.01.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.55, CET,mer 11 mar 2020, 04.01.57, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.57, CET,mer 11 mar 2020, 04.01.59, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 3ef293744f913c1aa8cf59d2fdd78f46a5e2f79f,./integration-test-2_1/, TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,test fail, mer 11 mar 2020, 04.01.59, CET,mer 11 mar 2020, 04.02.02, CET
